"GeoUID","Date","DateString","Households in Core Housing Need","Value","Survey","Series"
"12220",2006-07-01,"2006","Below Affordability Standard",1340,"Core Housing Need","Housing Standards"
"12220",2006-07-01,"2006","Below Adequacy Standard",480,"Core Housing Need","Housing Standards"
"12220",2006-07-01,"2006","Below Suitability Standard",125,"Core Housing Need","Housing Standards"
"12220",2006-07-01,"2006","Below One or More Housing Standards",1485,"Core Housing Need","Housing Standards"
"12220",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"12220",2006-07-01,"2006","Total",1485,"Core Housing Need","Housing Standards"
"12220",2011-07-01,"2011","Below Affordability Standard",1530,"Core Housing Need","Housing Standards"
"12220",2011-07-01,"2011","Below Adequacy Standard",460,"Core Housing Need","Housing Standards"
"12220",2011-07-01,"2011","Below Suitability Standard",80,"Core Housing Need","Housing Standards"
"12220",2011-07-01,"2011","Below One or More Housing Standards",1735,"Core Housing Need","Housing Standards"
"12220",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"12220",2011-07-01,"2011","Total",1735,"Core Housing Need","Housing Standards"
"12220",2016-07-01,"2016","Below Affordability Standard",1415,"Core Housing Need","Housing Standards"
"12220",2016-07-01,"2016","Below Adequacy Standard",395,"Core Housing Need","Housing Standards"
"12220",2016-07-01,"2016","Below Suitability Standard",90,"Core Housing Need","Housing Standards"
"12220",2016-07-01,"2016","Below One or More Housing Standards",1590,"Core Housing Need","Housing Standards"
"12220",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"12220",2016-07-01,"2016","Total",1590,"Core Housing Need","Housing Standards"
"12220",2021-07-01,"2021","Below Affordability Standard",730,"Core Housing Need","Housing Standards"
"12220",2021-07-01,"2021","Below Adequacy Standard",200,"Core Housing Need","Housing Standards"
"12220",2021-07-01,"2021","Below Suitability Standard",40,"Core Housing Need","Housing Standards"
"12220",2021-07-01,"2021","Below One or More Housing Standards",820,"Core Housing Need","Housing Standards"
"12220",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"12220",2021-07-01,"2021","Total",820,"Core Housing Need","Housing Standards"
